vector_id,book_number,chapter_number,book_title,chapter_title,chunk_index,chunk_page,pub_year,cluster_id,cluster_label
12840,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,39,16,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12841,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,40,16,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12842,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,41,17,2016,2,Group Cognition in Dynamic Geometry Learning
12843,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,42,17,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12844,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,43,17,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12845,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,44,18,2016,13,Dynamic Geometry Construction and Drag Testing
12846,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,45,18,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12847,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,46,19,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12848,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,47,19,2016,2,Group Cognition in Dynamic Geometry Learning
12849,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,48,19,2016,13,Dynamic Geometry Construction and Drag Testing
12850,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,49,20,2016,2,Group Cognition in Dynamic Geometry Learning
12851,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,50,20,2016,2,Group Cognition in Dynamic Geometry Learning
12852,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,51,21,2016,2,Group Cognition in Dynamic Geometry Learning
12853,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,52,21,2016,2,Group Cognition in Dynamic Geometry Learning
12854,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,53,21,2016,2,Group Cognition in Dynamic Geometry Learning
12855,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,54,22,2016,2,Group Cognition in Dynamic Geometry Learning
12856,6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,55,22,2016,2,Group Cognition in Dynamic Geometry Learning
12893,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,0,1,2016,13,Dynamic Geometry Construction and Drag Testing
12894,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,1,1,2016,2,Group Cognition in Dynamic Geometry Learning
12895,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,2,1,2016,2,Group Cognition in Dynamic Geometry Learning
12896,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,3,2,2016,7,Group Discourse in Mathematics Problem-Solving
12897,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,4,2,2016,2,Group Cognition in Dynamic Geometry Learning
12898,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,5,2,2016,2,Group Cognition in Dynamic Geometry Learning
12899,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,6,3,2016,2,Group Cognition in Dynamic Geometry Learning
12900,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,7,3,2016,13,Dynamic Geometry Construction and Drag Testing
12901,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,8,4,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12902,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,9,4,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12903,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,10,4,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12904,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,11,5,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12905,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,12,5,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12906,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,13,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12907,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,14,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12908,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,15,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12909,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,16,7,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12910,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,17,7,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12911,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,18,8,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12912,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,19,8,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12913,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,20,8,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12914,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,21,9,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12915,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,22,9,2016,2,Group Cognition in Dynamic Geometry Learning
12916,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,23,10,2016,2,Group Cognition in Dynamic Geometry Learning
12917,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,24,10,2016,2,Group Cognition in Dynamic Geometry Learning
12918,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,25,10,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12919,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,26,11,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12920,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,27,11,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12921,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,28,12,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12922,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,29,12,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12923,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,30,12,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12924,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,31,13,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12925,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,32,13,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12926,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,33,13,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12927,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,34,14,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12928,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,35,14,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12929,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,36,15,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12930,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,37,15,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12931,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,38,15,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12932,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,39,16,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12933,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,40,16,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12934,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,41,17,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12935,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,42,17,2016,2,Group Cognition in Dynamic Geometry Learning
12936,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,43,17,2016,2,Group Cognition in Dynamic Geometry Learning
12937,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,44,18,2016,2,Group Cognition in Dynamic Geometry Learning
12938,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,45,18,2016,2,Group Cognition in Dynamic Geometry Learning
12939,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,46,19,2016,2,Group Cognition in Dynamic Geometry Learning
12940,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,47,19,2016,2,Group Cognition in Dynamic Geometry Learning
12941,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,48,19,2016,2,Group Cognition in Dynamic Geometry Learning
12942,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,49,20,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12943,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,50,20,2016,2,Group Cognition in Dynamic Geometry Learning
12944,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,51,21,2016,2,Group Cognition in Dynamic Geometry Learning
12945,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,52,21,2016,2,Group Cognition in Dynamic Geometry Learning
12946,6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,53,21,2016,13,Dynamic Geometry Construction and Drag Testing
12985,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,0,1,2016,2,Group Cognition in Dynamic Geometry Learning
12986,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,1,1,2016,13,Dynamic Geometry Construction and Drag Testing
12987,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,2,1,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12988,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,3,2,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12989,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,4,2,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12990,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,5,3,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12991,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,6,3,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12992,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,7,4,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12993,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,8,4,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12994,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,9,5,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12995,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,10,5,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12996,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,11,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12997,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,12,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
12998,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,13,6,2016,13,Dynamic Geometry Construction and Drag Testing
12999,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,14,7,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13000,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,15,7,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13001,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,16,8,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13002,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,17,8,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13003,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,18,9,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13004,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,19,9,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13005,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,20,10,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13006,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,21,10,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13007,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,22,10,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13008,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,23,11,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13009,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,24,11,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13010,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,25,12,2016,13,Dynamic Geometry Construction and Drag Testing
13011,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,26,12,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13012,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,27,13,2016,2,Group Cognition in Dynamic Geometry Learning
13013,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,28,13,2016,2,Group Cognition in Dynamic Geometry Learning
13014,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,29,14,2016,2,Group Cognition in Dynamic Geometry Learning
13015,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,30,14,2016,2,Group Cognition in Dynamic Geometry Learning
13016,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,31,15,2016,2,Group Cognition in Dynamic Geometry Learning
13017,6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,32,15,2016,2,Group Cognition in Dynamic Geometry Learning
13039,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,0,1,2016,2,Group Cognition in Dynamic Geometry Learning
13040,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,1,1,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13041,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,2,2,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13042,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,3,2,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13043,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,4,3,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13044,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,5,3,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13045,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,6,3,2016,13,Dynamic Geometry Construction and Drag Testing
13046,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,7,4,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13047,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,8,4,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13048,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,9,5,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13049,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,10,5,2016,19,Collaborative Mathematical Meaning-Making
13050,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,11,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13051,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,12,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13052,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,13,7,2016,2,Group Cognition in Dynamic Geometry Learning
13053,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,14,7,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13054,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,15,8,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13055,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,16,8,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13056,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,17,9,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13057,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,18,9,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13058,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,19,10,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13059,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,20,10,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13060,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,21,11,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13061,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,22,11,2016,2,Group Cognition in Dynamic Geometry Learning
13062,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,23,12,2016,2,Group Cognition in Dynamic Geometry Learning
13063,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,24,12,2016,13,Dynamic Geometry Construction and Drag Testing
13064,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,25,13,2016,2,Group Cognition in Dynamic Geometry Learning
13065,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,26,13,2016,2,Group Cognition in Dynamic Geometry Learning
13066,6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,27,14,2016,2,Group Cognition in Dynamic Geometry Learning
13091,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,0,1,2016,19,Collaborative Mathematical Meaning-Making
13092,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,1,1,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13093,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,2,1,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13094,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,3,2,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13095,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,4,2,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13096,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,5,2,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13097,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,6,3,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13098,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,7,3,2016,2,Group Cognition in Dynamic Geometry Learning
13099,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,8,4,2016,2,Group Cognition in Dynamic Geometry Learning
13100,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,9,4,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13101,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,10,4,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13102,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,11,5,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13103,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,12,5,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13104,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,13,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13105,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,14,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13106,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,15,6,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13107,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,16,7,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13108,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,17,7,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13109,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,18,7,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13110,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,19,8,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13111,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,20,8,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13112,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,21,9,2016,16,Collaborative Problem-Solving in Dynamic Geometry
13113,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,22,9,2016,2,Group Cognition in Dynamic Geometry Learning
13114,6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,23,9,2016,16,Collaborative Problem-Solving in Dynamic Geometry
